USERNAME,TEAMID
mcvebxno4937,724
bqknygcy98475,152
hiutaeuf93970,580
cawdsmqt95103,283
nbdjhxjv83114,340
hifijejm36906,46
hkprvhum49015,641
rxpncign5342,546
qrxtnmwn896,655
ffpvwgcw91087,761
loyxriig40293,223
ebcmtokn10913,688
ktjkmcst84633,983
mnrcnnsp76143,466
sqqwvlwc67581,456
skvdpnks95796,325
ispaihgo62544,142
jgkpoeyc29926,966
gktqmlaa37073,227
ulwhlqyq24202,642
uhvmywkq33561,662
ybshjmqg45496,27
igdfpvja91623,980
krutjoqd7588,708
muwwwfwm69645,439
oyrhrkxp23087,973
ombtsbll99104,762
spwxvagm43608,423
cquckbvc5935,4
qmqnjorq51283,811
rxavybuo62939,839
kwhpxcke48866,443
gsabhmqn95509,874
mxottmmr52683,386
hrsuwafy47975,441
mdmgxcxa32045,754
aamyhemx34225,653
puyvaowy53119,319
preibvtt35670,463
ypjfhyjw80476,733
djagtneg82486,839
waupskky59869,743
fuhjdmwf51236,176
ibgsmxfk57525,855
cnkwyltb38851,525
obkhohio58319,65
olhlurxf28077,274
usnplwem32103,406
chkxinhg42629,434
fgghidja61563,291
sbrnkoqt99915,820
dsruoryi88363,841
ndvivnrf10398,976
wklqheml73434,640
qixefgji38070,905
ttumtmuo88109,668
owjtijnl33604,280
hihynekb48802,470
xgwdapmw73519,93
wwjdsjsw81970,971
kyeferkq91980,377
wddtbbno61943,752
lrjytexw70682,960
dawptswn92827,972
clbjefxo60266,987
wxmbwxvi16777,623
gupwxgry43368,297
uclqmrsi18231,244
lgtsnlmp12469,599
xrvpmypn59127,734
gqoleoti29197,802
ldkhyseo24070,465
uwilesjo51532,780
gaefmilr76409,436
yaqmetwy63445,308
umiquwfj26836,838
rkbnwmya19209,912
qmygbqjo93009,27
ewbsgduw18534,884
qbtsbivd86659,549
lmxrphxa62408,792
cfcylbpd97801,587
arrymdyj99417,362
augbrlot58779,907
gnoyrnkl62223,790
dmaqibow62307,137
tsdshodg12107,111
ippireff74821,29
xhfhaqgn51793,510
ollmxyhf35053,134
ordybwfa45126,123
bqeilnvh52168,213
kaxgcvcy78090,130
wdcbdenp21104,562
gvyoathe30998,733
qagkmoqd53285,364
nkidxhfj85358,888
jxhenkdr82711,108
kmutaodh77615,530
yqkaolnl41771,115
cjdmhoje24196,376
alcvqfxx19616,194
mdmvwvae86649,283
kfqoyfpq8337,514
sefatttl14101,612
qwxsaenk14340,847
akbfyeca99443,943
ndkstwxb63031,405
rfffgnxn13886,57
ifreyywl52363,691
thuqnulw35999,44
gbjmkacn17174,887
drivjafj77831,34
mtoerroa51890,534
nldaqucx19212,60
wvhngpst369,481
ckaidevx1434,235
hifocefo62400,325
rlojtxyr99303,547
qutstwjy87142,875
wusnvcqp84762,259
xygcbpnp17705,475
bfbmhqri19898,125
wfmquexe28944,385
jmviobwa67910,365
bobdqemn52390,801
sxhxmrmm91702,617
hstbrcdu13696,504
koahujlh15825,896
oxhynbue17213,589
mhfokpyy65056,924
skyounru1460,175
myvbypsb57025,55
nlibnwgx52287,545
tknajpcw16838,439
tvfnwtra7233,662
couksqey4504,970
bixtiwse3920,619
iogrffwx93069,64
axgyngsa28417,148
oevgyvhj11649,254
wlyyitjo93768,972
nioivlfc73598,170
qnsefaia39850,441
pxbphbfj42581,489
nkcfpywx75874,578
skwoydvc48892,32
rfkyxbto2757,415
ylfnhuck60292,330
hqealmqf41109,224
mjotpfol26077,585
bptkqwki60617,68
qrfhqhqk60435,175
thbpxxjr53521,904
jtyrdveq4229,548
sbmgkubv18807,319
lrhcpjtp4907,576
uwgwfbbe28905,873
aqqvelhr85928,248
ifydavoq30275,935
lgiirwff33609,858
ipukiinr89590,844
vinhjyvd15196,696
kjwgygwe34974,201
xswbowgn57797,613
ijreobxc56265,109
mhvponxl58085,736
bogfpcbt24649,229
ytvahxoq63827,24
uoxtlvri60323,562
esxifwlh67875,344
prwusdep30875,17
pdijomny80068,210
auhdugkk87767,896
ogjdkrog98901,378
hucswnkt57930,657
vxawouuj86440,26
nqjdtexo88490,467
ibktlqtn62209,351
xmlgmlxj8725,299
yaxnjnix69679,15
yioghidd11119,591
phhvcpld37590,47
adgqwakx74594,770
khuhmogi52380,456
wkdloalh48006,262
opsiemyy83247,49
lqjsndom88294,965
jagqcbct50368,689
eafwlvkh872,555
jfheiqvt10217,476
nuvinfeb60277,386
kwaipcoo35928,175
hirwepmp172,221
yiialxvj10466,526
spxqapya46905,477
lviivhsu10803,959
pscvmvxv39939,217
kyfufbtl56912,612
wimfqxjp22535,606
kgqgpawk17749,506
denepxws11564,184
awletspt15034,180
vibiikqt52518,848
lkxmxfjq43801,75
tlsqnlhw46527,124
bayuykcm31910,507
vijteuke89817,933
sitijrbx93595,87
yjignnmp3534,777
rhtcdsux95097,64
rijeinoc41854,992
ohsvplwx36835,179
lbknjhbh58516,459
upcqgrha75922,243
qbhtjcdf80462,984
hnlhxypy57877,877
afqlkyra83637,354
fcwnkuvv98702,521
ghijqqxn92106,927
flqjrpqq61657,86
eyinmfwi24125,529
cdwvwduo2379,390
oxttmkeu90154,308
htgtmirw13224,834
lvndhaop8146,160
mmoejrwd84666,592
atngeemt37202,322
phhptkrh15686,971
psifllkc49208,732
xqrsppue45735,504
wdfuwhvk48874,788
mpilmkop54664,744
ninbktpm26496,220
jningqrj71445,720
tgbepqxf77616,895
vywrfhcw62403,471
orjinwmk51506,491
lnvawtcn23065,155
wyxckojo96894,152
xojftndk80278,715
fvaiyajo57720,448
rauuvaqw23779,235
rbvavkjb35172,155
byrsisno23503,694
mbufgacy71186,661
dtosgunn58410,993
tvcyulig29968,79
cthqwtsa76134,826
sawqyseq47968,481
xdwjocrg27336,127
vyfavecb1057,993
xfdhkrvl70218,637
asogltke88020,914
vwndimvl20191,352
jfybxasu63456,401
cewfpicr27303,444
jnscwcfp59784,731
qyekjues1174,596
atawxgjn28761,622
fctirhsl65943,522
omskbuya95706,592
bnlletmp21170,877
pctkjoin66033,901
ojyhypqa4017,693
dthopxof43383,167
xsgxpain98092,898
wyarintn20631,364
lrnwnivj8766,527
igjulfgd82030,532
qqeygbjj31695,706
jxxiivid12016,214
rfehlljo73407,589
aqpknpmu39108,313
bdufemmf42973,967
rmueyegw58784,783
onvmleiq24349,444
rrbjdhip66469,366
mcjxtgiw55556,669
mtivkiaf3012,322
fkwuyvwk86205,333
crdghjrm61777,969
xebustdu58715,331
rciapvyp30309,668
ntbmfmjm59709,738
wfhkbshb43772,795
umtggknc18963,29
kualupse9195,146
fxhfpcas89532,262
fmkggewp16864,163
knkefuki30629,802
sqkcgnny96066,362
infnsbom26867,516
vyydhovi84701,331
jvbldqrd22080,262
ielqyrba78668,737
gxhbqhlc14257,964
ohsduwqu97624,815
ojxwsshj57908,465
oqbnprup54439,939
jxicxqet46848,908
sevfrhrq43108,15
fiescfqa3758,369
gpevrxyj67215,567
xoggqcqt88299,53
botrpnkj14844,627
rweyhged43985,438
jfbdxyhp48448,732
uosloisw44736,360
jmyrnvyl19634,609
drvncwsa69168,216
eidputne36110,412
clnvecon25480,100
wgnmlkhd7222,701
icrsmnwx73752,926
pfoqefwr67511,700
vffopktj44268,333
gmkxwtum32297,756
dqriesep29993,424
qportous69671,339
kraendsw38970,226
uwaxuqng84188,374
bufuueti29449,61
ppyguxfk93053,154
ghjhyejk13514,916
hwomvdlv43444,615
pyrilxuy7834,282
gtuywnsd61972,284
awwfomib30919,859
hulkmwpq50059,773
connlupp94098,18
nawlmrcu38564,319
pnxoumro10402,848
ajixpslw93647,473
hvktoxpq50361,198
rnfrqjys22344,735
bcwmqcmb7207,148
awrfxqwl59620,604
eauhwvcy92865,930
wxkekkuv33357,256
imlwfcwo79062,446
rrfjvyvn91823,822
nypltmqp10632,190
wuqdnwty50156,8
lfuajcro67350,534
nrmggovv55742,650
ojhhhamc22393,71
lnjeyklc945,620
wxmnpdlw46430,951
whrrofeg12510,410
lskpmrvi38540,906
sylpgmye29076,618
wipdqoqy20277,987
wpjjwqfv38318,502
evpmyshb17815,844
ulkxmiis81225,773
wrfmciwp69028,778
qbunmntu49093,775
tykvvakm36262,682
epybxstm89818,256
dhlykfgu74970,400
crykriok15041,7
fvurxjen8064,34
uiivkfut46987,744
wwdlphox80382,179
dopvvyei74661,735
idotgibi25556,134
kuytelei92741,856
tvknxvgj56889,643
hudikcuu83768,942
yvrpwoqp8505,862
wjebyvef64327,532
kapnhixm88789,814
yagynjyo58374,364
lvabpltu78737,788
trtgffql78979,263
fgkxidmw99703,780
egsiceen96567,406
pssenwso2060,318
xcfayifo47538,262
vdsqfspc75435,736
ktcyksgg89420,934
ohjmkwbi61979,243
eiykacii41119,999
uhbflefo62134,941
vhktsdri55200,440
gtgwkonq57794,275
jnferjgw57881,686
elbiuaoe42807,278
akjbwlxl56993,333
vxvvpsmi41862,366
jajwbcsj62796,626
fkbejgxv20741,359
slsujpnv88449,368
tkjxhdaj37656,896
wiiyalnw96635,531
dpdafbto63733,365
btxcsind37276,454
anmmdfbh4576,30
hxldagnf77654,204
bfepssxd87358,66
kfkhtvgu61159,359
qhgftuik40629,822
gjoocwlv42148,199
sqaydhov80649,716
mnoytcdo36716,55
dqmbtfft38302,878
hxdxethb97052,352
ymnqexjw2869,747
veuighhj64586,711
yjjfjocu35671,643
nwbtefvl81132,307
bqafytdd5214,478
pgqcxlqs42416,594
jpqwjgrl28078,631
syjlinxs57436,403
jxtgnpbg55265,257
orsbewby38764,363
jjuvuwcs31574,161
hyqapikq84216,582
wmeiaugv68405,749
gopvsbal28788,539
fsytkmpq14052,424
vetjqjsq36450,157
npuqfsaj74099,293
ucpqmlhy76202,123
jttljxoo35351,932
fblepeqo75322,602
kmcrgulu71069,529
loaccwxi70893,644
ggxowxnc62052,683
ookocyjh88117,730
dhoaoaov49623,737
kiibyusn57499,122
sgbjtvrv48218,593
pymgqvbw45431,880
vgwnptyg84651,571
vxmyyohr14571,705
qpsaxcki97713,28
tkefmixf47892,9
spuvofcg27837,146
ndyeexqb68443,991
yuhyalhf49700,480
ukypkwhf60492,801
ywiymvjq52599,644
xatfqxom53033,281
jleqykiv52808,727
mgavlknx55718,191
buqowxuf30455,910
ojaypjfi48564,263
qtrwtmvl19286,25
dbmtxwjv13363,905
oueihsdf41846,705
elullnkr60386,896
kfavappi74972,165
qljnfpyn49177,932
smyjadqf50581,571
ldvwmhpm21853,486
ahtulhab46253,441
afrtjjru69776,16
dssllfoj94917,490
vkoatfnf31404,207
agchxuas50035,867
mpmqbtkm75423,587
vffbwiut73810,795
mwblnefr58488,577
ebldgpkp77430,193
ktnwkicj58884,722
pguabgkw32352,1000
xtlnioqj78164,646
yicbbssy87529,545
jtlgnuqx72076,50
qbfvmkhn74289,513
hgawouhs18797,884
taxvchxo52456,751
oscqarkx57467,699
stcpqvso55474,409
rvvvvfrc33401,41
yqwroikq18774,679
qupydqvu67630,690
qbhjdnli36787,715
blnrsgkn28366,475
baujlwbw77535,133
lgoqmfyh18547,385
vblygtfc99698,881
qduyceta10347,698
rqvlphrv57909,146
bxdgtbne50724,887
ntntfewi53624,408
inkasjiu35111,152
sxxvnwdp86327,725
rqomveog93992,502
pkpvgsha87916,789
ndpnplal69147,464
kfnsljvd76154,365
uberknpn58748,662
lkgvmqib47392,235
larutpyx97785,685
yelxfhqx39662,897
oowusxgn1431,922
utiwwilh34809,855
gnhcxswx40290,265
urefbhyc38384,496
lwejkhic35323,912
amqhixeb68744,249
ruxsxhig56397,772
pojasdik12101,897
iovaqxee85161,386
urhypdnc50752,691
rvhgsbkb54167,606
wljixftc53175,161
keyqwmde7164,731
pwxeirmp19700,353
cgkyuttd33893,214
vhxarflx17202,529
kxbeuytp21392,568
edpldlts97115,256
mfbcowem27669,555
qgsyqvgf85371,205
tvgbelda30020,340
ogbtejty52443,896
gobyqsyt19779,824
pwpbirov20472,120
gxdgiqiy17193,986
woxokqrk40972,724
lkjhsbyn57182,691
fyrdcima81670,995
jkjclart53822,110
edfsirvr93444,935
ovejsokp85282,548
tsgkemie89869,275
tfhhjudu54204,257
ssscrksq60862,252
gwaepeql68458,531
msvmubqu58991,748
cpoymoyc56731,179
ufcwhyky42788,645
kmkrgaac80194,314
iqvbclcf34649,908
dlttvvdk25987,214
jwcmleuj52713,174
skldtwdx72830,926
tixwywtb5971,397
ouopoojq98567,174
uwwwhgao99241,406
jelmyhuo61173,104
nwxmghpo81789,65
mulpifju19732,350
mwehdbdc86125,90
wumihyoq80323,930
nabgerrb47043,494
yjkrmoed43299,526
etabvhyp60400,35
iwlkblde2001,750
nynoixvq40518,30
ubfbxhif92033,127
obarpdgv61145,377
sbipxtid19358,644
gdrxrgrq19767,649
bsdtjgcq664,881
ldbbihqw48411,688
gyuikaqi35205,942
wbsxgdsg4571,220
uvugyltj88908,623
wwbwvsxw15241,602
blhbwdcc12935,530
mpykbohx14617,994
ygquhvqq36921,116
jyichglw11077,917
vewktkvl75464,975
skqurgqi42426,357
pnmijrgt59842,31
opbuiuwn30917,348
ehcnuauh61568,697
tdqcgfjv27985,199
aqletupq4746,445
fcbryrei48012,388
elqqjfvw74599,708
htgdstkw25378,433
pxonfrmq16026,504
vucsgehr93666,952
iplnaptf83030,665
pufxuanl78118,507
fijdktkn42427,123
qngbfemt13000,763
ugtvtkct58224,246
noscygla43619,955
cbrrmwlh82692,846
tbflkvpl50027,652
ayfxaess58380,95
bckhigtx33528,316
vxudgdta91826,257
xdtgtjjv40640,236
oqympynd94102,849
suaaycua60000,980
dyjgjmme95716,557
cdnwwqgc16522,641
accqtytf34933,995
gjmdjqrf4839,787
esoonmag85887,201
myerrgsu49411,233
bmdkotff41904,560
flohpjht51893,430
kibdqlys92192,714
kdefcnvw88446,535
mqtbclye35685,898
yiwbsaor49096,996
qdtweuxg55061,61
dqjewrgd69459,774
kwidttpl35013,60
bpadwqeq90875,196
gmkrrneh45245,216
fqdqmdgn99594,753
ewbbuepw25523,517
eemockbb37223,112
dbtnhxlr2829,789
sachokye45979,988
dicodikt43485,237
vrhubvln10197,524
taerofsu92973,859
gasrlrmy81807,299
tfdlkbes84030,360
wirggvfq34094,121
nuxmyixp633,376
ynuwxifd68155,296
ttuijnxa69159,989
yxrpmphp10247,189
exbvewoc11540,773
vauhoobl75517,462
vxbqhpkc34786,837
epvxensh41977,570
ewkqewda51562,652
isrlnnic73161,751
tcignckq21905,744
aqwhmihl51938,956
yndgxhvd82253,698
ulqrfbxm40068,924
skdvpyfh81483,318
ukpwkoct56315,864
cpxiglyt73665,168
nrbswkho75848,35
mwiwmtbh27909,196
qvfgxepq88021,817
loecvwmw3205,612
kxtbjbtb15027,776
gdoahvpx744,684
qwjokyfi84712,585
knpmbceh51731,687
cuigrcxt73666,622
urajekwp19462,779
skgvytxp82006,524
bwjjxbqg94514,203
sndjnpmp81277,949
oeahntav41260,834
atmqatdn78842,350
kvndxaqr9112,771
edcdatvk77021,598
fspkapwy56233,350
mkvqjfoc65248,900
pwcownjq47965,694
ppfocuaa73136,546
ipndlvek79976,677
tfleuxnl28999,706
mamnegqm47554,963
bnbvqhog14991,642
oveqelrb28449,600
jscpgoly81906,440
smrbmiog71065,509
nqqkgwbk90230,596
obsylnia84566,88
nwgydbpk71866,559
kxujlibi7559,66
gmoqmwuf66484,663
aupooadq91559,688
gwvwjgsu71694,694
lllbhbdt74551,293
oxpsbbdf60317,709
khhpcemu32771,341
dndukoid60799,635
hdxjdoub96277,23
aqealxyf66766,606
cpnoclgq82571,599
elmfiopk40533,935
bovuveej54752,774
levrcjwj2133,146
valmjkah38304,517
llfynkad49419,485
hmbqdjys36190,895
megrqfou39324,910
ympakpva67975,718
kyxnhpnq69218,612
lxjjsocn19766,980
frmuppyy38722,795
pssvulol33342,376
nctivmlv37768,512
pwuoolli81488,432
fawmiwrb3244,127
vigymtgh73449,136
xvjccsuk9770,94
obdoclwv9640,294
wyfnxbwq11326,563
qvdndkyp57816,211
gtbkesls31365,546
tapqmyol54649,744
nhvtwhyg5837,211
dqkjhnoi45033,172
utlniwls19778,190
ymoqimyt60891,863
fpgiqfox43284,674
cpyxsvwc5173,170
bylawlby63516,444
xtlbsxgk51536,572
mwuhbpcv30731,949
itmlubgh92137,617
wxmggcyw84833,959
rhoqoepj65327,856
ycatmdvh4906,375
rnfoxbde74792,551
kurwdhtj29990,235
rlldvwim65938,655
boxgvkfn31434,71
ijcosfxr61939,210
qvwdeulx78467,307
xoibdcbt72575,64
csckpwss28035,559
plumpvgx81151,569
qlgyxewy87029,290
lnwpunsw83009,694
vgfyeofi40034,508
cllqmtdf95676,823
gqgaxmvm10216,867
lhvkcgil87015,354
qtyitajn21625,794
prrkxfjv69688,99
xydkwsbi62004,34
olatwoxs92156,410
xqrupwmo1648,315
xuuldcop16418,878
nafcxbjg11578,660
ldgltpkp9064,463
kxnaxhum37247,259
xrhwypfo88963,890
luamffvg26955,691
wftrvcxw68833,211
fxrabuwf83867,752
sexuempg98512,486
vlckgcpp9814,51
mmraxuei69880,647
vimjssya35305,96
lxytaisr69874,746
jaypthfc85232,565
sghsruum75569,944
rtrhnjfs12023,26
pwshqipo68763,806
gfmiltgi39627,477
ehtlphck11269,677
dvxrvsfq1515,673
gfxuvqoj61223,191
eklbdfdx20827,355
doldtnxa31991,251
scelvjie79321,196
iwsmfddf89087,125
rwildpuv42818,478
mwupxxug58619,672
ydkqjngd63682,248
ysxdnowv72124,97
ivgfdfgj60534,4
imhsjert4318,24
mfvspxta83008,733
dhqxyphy70912,167
raucqgfr5624,491
tjcmethl38981,299
huoqfonp59111,551
ydekeibi70814,787
fxlorjnq99427,586
gmopkbyn63639,452
nwacibwd35304,244
iyydbovr71241,118
iuamsrls84212,950
rlxvnvlo92379,801
lyfuwxpx2144,777
csrsrhdc90417,116
qgnbmfwh38554,730
rkchmfbn63501,170
kiixqbpa125,853
kkkkmtrp20279,878
xpvkixee67869,157
mhdmenvw27970,384
dgflpkwe2182,484
yydsawol91069,15
iwwvagkd86172,69
nfdnprro86635,7
sjiftxcs4997,745
vtyqylfp30763,35
jvbmtevy30208,445
umcxsrwl74078,450
xrfgyqrb82241,904
sdohkdbe28797,17
fgincrkl71537,240
yyulhvfk10884,826
mcojoumv78578,372
opelfunc38949,57
miduktgm18166,124
wgwgduic72132,178
dfvatvpr47695,165
uhjnxaoy81108,250
fvurqmuq21453,902
ltetlpom43883,968
lvkuwuwd63247,812
gwfwubvp27013,215
pjqfkdea28959,712
ncmaglfr65196,947
blerkhfw55572,918
tyclyfka79057,406
viffmbri50129,302
lgfahoau77723,788
wpwcwjtc53454,794
qqojbthc77565,723
pdsuppbw24884,954
gdhpcjmv30415,113
skdnajry34000,882
jfpdnnjo96047,176
lxerqspp11731,874
ubdwrheq11688,792
wqoyrtvc9153,882
bnfawmxn9244,599
ahxukelt36083,118
xdraexvl5464,634
oashqxjj2390,796
cwwqqgdr43372,671
nsrjxquj65370,364
lbuusrpq94916,871
ftsathui94632,320
fgexbkph44327,755
obkpjcrw1025,91
ldwajdhg59322,35
iffdwijm41671,276
wreyylsc22209,299
gxecqqip4015,3
rcvhhfpb38020,133
jywsaiot93167,32
etwrigut58049,804
pdgcbdik95145,741
nvdujpwa57256,231
ngrsswms65225,89
cbskwsnv82310,626
uixeover95218,208
jaisnufh43605,834
dqwrsomv46462,291
oggocivv59129,93
htrvyrpt97151,82
qklmimuy69746,690
uhbbxhpt39922,336
ljtwudpk37448,711
ucycqssq85314,316
iewyjqno6235,900
qsjmipna69987,540
gdbkxpjr52275,456
kywkjqrj43340,712
toxbglht75559,447
iqujbers7775,40
ermhtkma87321,401
qoqxyjfp16541,862
tdlsqkli31236,555
woipnbrx93191,877
hwutufvj32391,192
qasfmunq19717,45
rqvwqwdl9190,464
sokmlcba57679,652
parkvlsg96358,114
fvkoggcc6696,881
lkxcxfsv23066,544
hmirwfgy75689,700
kddbrjkx60053,766
wrpppqnf42058,817
judoxjse2174,840
bkdgkovw98254,961
jefxrpqa78761,583
qqxfrkjd41947,754
vvtqjeym92334,451
nscdqwqh48352,12
ohkotisx69125,728
vftusmac73922,390
amgbocke68802,364
ptusowgj79937,918
nwumxure40591,81
rwrgymnp32641,87
exipdwah32287,617
btetqspx30206,885
mpbhiudj55527,361
uobdyick32345,334
bbrcntxa85732,924
adqamwrx18543,865
grjyngjj28324,610
wmguknus81571,121
nvqmnmsc14405,153
ktqukjpq70221,586
xrkmkugg98012,549
umjxgsqt31792,790
dbywucrf15845,255
xqqcahsi68652,681
gohjnyhv34026,573
jdhcpvas15601,181
mgmqilpe52891,558
ymaesyfv64922,862
ycufjuns60336,365
udecjcny15564,132
rhqrdqmt26176,536
hnysdkim97506,334
krohpqws7180,409
mmdxxqjh29818,663
erpynhas88787,426
idcfqtwj1329,884
ytttuiey25275,884
etoeybcw25369,398
mdrpojgt50300,343
lvxtwbln9312,342
donfloev23069,707
pbmogdqo94991,47
hrxoerlt42626,753
qqfkgfuy74968,353
vicmalox10164,722
cwxymnlo58870,16
drsqxanq44343,439
xgrffoli69818,649
pcpenbpy58244,291
cigglnfr77337,454
xdqrdqse86664,345
hfnsyukk33667,268
avqkgdrq13881,792
oodopjel64727,315
vjoqhbcb87482,916
djuavcvv81686,407
sppyisno21914,775
cppknxls21744,237
krkiupif86201,822
igaopdnb96602,850
nkqliwsk46007,783
ilkxhhgt25931,318
abuvvokg76631,188
orvgxirn59635,168
tigwjbof94520,93
tycoltok47577,99
iopfjmrs59804,716
whkqcnqu98583,126
djsfuggl87175,869
celnvvvc80917,319
bcwqpjbu64852,324
idlvxamr56504,989
ngugamgx22735,504
jquuaxln7548,258
tdlijivn8954,174
xuqyerjp9961,677
nomqxobv31120,129
bykwwxij32380,747
afpqgrhq94609,237
gqtfbrjn89400,946
vkxeloll21292,565
dqwoojei58982,138
mnrtarpk66483,750
ppsbrfuo81647,48
ktohsdvk58425,202
hjdehtgq94233,822
pofouqxn74297,215
utlgowlh16327,558
vqptocvj31055,579
cdktsged99027,100
oknapwtm14778,802
kfjhefla66037,307
uapnlwcl92078,652
qvhrnbia26287,480
nmjkixlc49687,301
jigshtgp13323,618
rrubomxg84260,15
srhryytu11491,706
loubwfkd22310,984
gyjlpyxw62638,277
ntccrgss84341,570
xxugwbxv7085,100
hraemdmb19140,23
csklrwue1732,942
uwcwimpb25878,405
jwovbmed77392,19
kkjyrhui49966,332
ivimekpb39635,921
uwhyjifb85505,885
rruxeavr94013,506
mmlorhyo42828,966
lksyappm76191,519
dksutocr42119,203
dtvbmxrc98325,439
djsidbpd76241,455
ixhfcjtk80515,389
qqewvxlk44264,905
aecsdljp22181,758
cwjvkupu96444,701
fjpvrfbv82655,579
babgvkjy45068,129
gpugphql82386,571
jdrghtch91396,318
dqaxhsjd6389,224
kuqmrvoy89573,580
bbaodfpr90432,225
nhohxkbo18885,549
vuvremdi97116,63
ircxgnqe64379,476
owlievbs43182,633
shmltaun11339,125
futqjhrg23293,232
ymqsspbe44259,987
gstqnime85630,449
oslebhkb3997,708
crvwrenk54504,15
aspcqexf95440,899
cnvkabjv61830,892
sensbybx59777,796
mpypmiak45378,508
uraxokla20396,537
taaxexpo94810,288
qymdoitj86563,210
tnrhdglp78160,370
lmborswv54052,166
npxxaefn61656,647
qeabcpjv70616,549
cwofxdbx43035,121
kieqehhc45973,406
jwkboljg54931,848
hhvfcjde72505,242
adiqfheq59398,661
pdthoqwo88128,389
xdkykbmf45893,232
wgpvkbin58263,73
wourcmfs66670,966
fukwpyei73657,685
jiwmvklv91121,696
pvfwhygl62879,307
jnpywlvl37971,138
guqghvbb95538,227
qhblbawp48242,567
glsexdmv8190,802
tpcggfjy95792,268
chshfuhq20731,761
cxsoxsmj92040,866
xdpilegy22636,730
moevdgje32292,787
cnspxwwn98921,559
spnupckf46356,736
xuaxxuxl35679,785
cktddhdx63515,254
hqaduaip91038,409
txkpglre73812,140
njohurou42778,16
cktloixa70586,772
uvkatdtw27139,130
gdiqrjbf88130,107
doqpqhlu64675,652
fnljgbor6512,477
pmmdslhd28426,118
dwwrpxpc81400,124
cbnfhdjx47273,556
qgookqxi72164,777
nmdyemgv53243,674
txouymtt80989,477
lbrelbjf74924,184
ofnxovgo90042,306
oynfbdfo51741,130
qgkbkjrt78207,601
urajojgs93831,180
fuovekxf29029,762
qokvpbjl39118,3
jsakjgtj94002,768
xfogxlxa68612,977
tlujpica58935,78
susgpown21726,710
wkdrqrtj73169,673
bkdynlrj18626,53
oeddeqkg38241,629
kjcdqmod36744,572
ucuapmyj22818,738
fiasyhpn6408,697
ugtglfpj63474,399
cgbpjhwk89098,132
qucginvr36189,190
gfayjdck75791,428
ggokocmc34096,302
qodkdrdn96207,21
shdsmnck67767,247
uxhopipf61940,446
tpirkrou10829,119
xfcrsgmo74865,894
ctlccvss51038,960
wjnsovgw20231,737
hxksjyrx71277,707
dqnyrpji30241,179
erwrxkow74481,544
ibdmcccy46330,715
dnaolbsm91780,459
wcipnjrd31783,647
quqwlrmp56656,247
hkmlsdxc85299,534
oyqxhxcu7981,174
xboldajt85464,52
nxvwbrfg87591,94
pwbidyfo51004,437
ldsfihvj33335,802
auqfkhwj37755,355
rypwfxhs25637,51
hokbndxq4184,788
wobbotkx39556,740
kgcdyrck70238,275
qttnmmiv67496,443
dqqernxs60261,644
lqeacrgy25916,636
sbmjqttf70645,176
ngnwwwkp31301,680
dqflnaot25508,21
alsuvptp32839,869
argouhhx89094,544
ioldycgp19551,615
btrrcbbl82573,210
pjpfkstk76655,172
ievayhvn14990,559
rwsppknc52208,99
cmcegfux73305,791
iprbgyon10293,75
oekuvnua33972,512
mesmisvx86656,543
xetdphqw51232,205
nwynihws37501,107
uvjfksop50013,74
dtguiboe64869,567
sdcywjqv691,30
ktrqucma34862,963
wgnkwtli81994,669
ienuwgan54420,37
pkdksrkm44365,332
qqvjxlcf59304,57
htdbieoq69786,457
qkckdcpx74014,64
tejlnlbj88131,719
qcmglgok45509,175
ycsljoqe49799,681
vgbwgxod19314,787
ntfvqklt73405,978
gffbuqgp20934,146
csrfxauu84358,379
sqjtxxcg30964,995
duijqvgk35710,424
khyexyvr92566,746
bubaordu54721,715
waedukkx69648,906
pirmtuut91378,347
upldrqqh83614,256
egcnvwbi53106,440
vjokwxlo90087,684
kxgbevye99261,168
svsjvkgu23715,375
tvffkbsq32428,226
xjrtkcyc29595,493
vbtedpfc70109,203
kprjojvd21168,435
sgtilbiw99568,886
mvemiedv52526,156
uctbylmb20984,154
yjaehqhy70656,97
idjysbku61200,725
pouistxq16007,751
oqcdgbqo96411,702
nytgggur75232,973
pqmgoyvg57518,543
mjarpfnk48594,694
qmmafhnm4161,841
umamunwe85613,877
islqdpci43063,14
xmpujjbn57896,128
itxypphq37612,826
foodfnbi85952,627
tltcyadh99633,481
sdxhqcfo7479,694
dvjmospt81824,861
lwfeuyhn78762,605
tmoamobd91335,393
kwyiqbow29458,992
wkjuvgku26094,916
wseplrns48282,513
jvdskanm96378,897
wmsgtntb64816,295
wqrkgmrt29659,287
eibxqadx5590,6
ykjcqhha74853,347
adgaeeof45109,348
ntdumfhd13221,797
oyaoooms43360,160
ymxlsuby58061,720
qvfhyktf58972,298
cjdqdxhq73220,747
ebbhceru55003,955
lqsktxhf68911,200
vnvukrpo68116,89
evnjarcb41812,8
nlfdoddn95445,216
hharhqbm7574,438
nrvjgxvb64048,874
bqyxakka38865,885
kjgnkkke87708,708
xmaxjufq62903,236
ovyqegal81843,275
frtgxhaj88731,620
wrnittln4178,322
ihanedkr34613,655
acbugngg11621,546
nrdvdtyx99392,675
hpfuvnib74860,543
ccthgnkb74381,810
yobrhcnb73832,958
nqbtgfpx25450,165
whfoavoc2482,645
ghdbjbvl82684,856
biqwlsrl49835,973
qywitpbx63217,76
